,event_type,latitude,longitude,endlatitude,endlongitude,address,event_cause,requires_road_closure,start_datetime,end_datetime,veh_type,corridor,priority,created_date,police_station,closed_datetime,gba_identifier,zone,junction
6185,unplanned,13.010822,77.5838862,0.0,0.0,"Sri Ramana Maharshi Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",vehicle_breakdown,False,2023-11-23 18:25:39.926+00,,truck,Bellary Road 1,1.0,2023-11-23 18:26:52.422706+00,Sadashivanagar,2023-11-23 18:28:45.966353+00,Bengaluru West Corporation,West Zone 2,MekhriCircle
6186,unplanned,13.0440456,77.5551134,0.0,0.0,"Kuvempu Underpass, BEL Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",others,False,2023-11-23 19:13:15.046+00,,,ORR North 2,1.0,2023-11-23 19:14:13.973117+00,Jalahalli,2023-11-25 04:10:17.794038+00,Bengaluru North Corporation,North Zone 2,BEL Circle
6187,unplanned,13.0394398,77.5190679,0.0,0.0,"Mumbai Bengaluru Highway, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,2023-11-23 21:35:01.522+00,,ksrtc_bus,Tumkur Road,1.0,2023-11-23 21:36:19.560525+00,Peenya,,Bengaluru West Corporation,West Zone 1,JalahalliCross(SM Circle)
6188,unplanned,12.9589941,77.527017,0.0,0.0,"2nd A Main Road, Phase 1, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",vehicle_breakdown,False,2023-11-23 22:24:13.948+00,,bmtc_bus,West of Chord Road,1.0,2023-11-23 22:27:17.352587+00,Byatarayanapura,,Bengaluru West Corporation,West Zone 2,ChandraLayoutJunc-nearWaterTank
6189,unplanned,12.955215,77.5451935,0.0,0.0,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-24 00:43:38.63+00,,heavy_vehicle,Mysore Road,1.0,2023-11-24 00:47:07.171014+00,Byatarayanapura,,Bengaluru West Corporation,West Zone 2,SatteliteBusStandJunc
6190,unplanned,12.9817447,77.5949875,0.0,0.0,"Cubbon Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2023-11-24 00:47:29.029+00,,private_car,CBD 2,1.0,2023-11-24 00:48:30.547115+00,Cubbon Park,2023-11-24 02:24:51.202138+00,Bengaluru Central Corporation,Central Zone 2,PoliceTimmaiahCircle(GPO)
6191,unplanned,12.9884191,77.5888133,0.0,0.0,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2023-11-24 04:42:05.721+00,,others,Bellary Road 1,1.0,2023-11-24 04:43:26.467313+00,High ground,2023-11-24 05:30:30.675816+00,Bengaluru Central Corporation,Central Zone 2,LRDE Junction
6192,unplanned,13.0428788,77.5893859,0.0,0.0,"Outer Ring Road, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2023-11-24 05:39:50.407+00,,truck,Bellary Road 1,1.0,2023-11-24 05:41:00.466475+00,Kodigehalli,,Bengaluru North Corporation,North Zone 1,HebbalFlyoverJunc
6193,unplanned,12.8699632,77.6531158,0.0,0.0,"Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",others,False,2023-11-24 05:47:57.829+00,,,Hosur Road,1.0,2023-11-24 05:49:03.690584+00,Electronic City,2023-11-24 20:13:30.251854+00,Bengaluru South Corporation,South Zone 2,NaganathapuraJunction
6194,planned,12.9690897,77.5872201,0.0,0.0,"Nrupatunga Road, Police Corner Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",construction,False,2023-11-24 08:00:55.13+00,2023-11-24 08:03:46+00,,Mysore Road,1.0,2023-11-24 08:04:27.939602+00,Halasuru Gate,,Bengaluru Central Corporation,Central Zone 2,PoliceCornerJunc
6195,unplanned,12.971497,77.6581488,0.0,0.0,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",vehicle_breakdown,False,2023-11-24 08:07:44.687+00,,private_car,Non-corridor,0.0,2023-11-24 08:08:57.724101+00,Jeevanbheemanagar,2023-11-24 08:10:23.784996+00,Bengaluru Central Corporation,Central Zone 1,BEML GateJunc(SuranjandasRd)
6196,unplanned,13.146265,77.617685,0.0,0.0,"Bengaluru Bellary Road, Farah Seven, Sri Rajarajeshwari Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",vehicle_breakdown,False,2023-11-24 18:47:30.159+00,,taxi,Bellary Road 2,1.0,2023-11-24 18:50:07.056684+00,Chikkajala,,,,HunsemarammanahalliJunction
6197,unplanned,12.920906,77.6002661,0.0,0.0,"Guruppan Palya Main Road, Gurappanapalya Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",construction,False,2023-11-24 20:33:24.002+00,,,Bannerghata Road,1.0,2023-11-24 20:35:38.481561+00,Mico Layout,2023-11-24 20:45:10.821953+00,Bengaluru South Corporation,South Zone 1,GorappanapalyaJunction
6198,unplanned,13.018636,77.5583776,0.0,0.0,"CV Raman Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,2023-11-24 20:55:48.768+00,,heavy_vehicle,Tumkur Road,1.0,2023-11-24 20:56:45.091486+00,Yeshwanthpura,2023-11-24 22:51:41.180484+00,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle
6199,unplanned,12.9514517,77.5372009,12.9514751,77.5372183,"West of Chord Road, Bhel Circle, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,True,2023-11-24 21:35:24.362+00,,bmtc_bus,West of Chord Road,1.0,2023-11-24 21:36:26.655837+00,Byatarayanapura,2023-11-24 21:49:51.718432+00,Bengaluru West Corporation,West Zone 2,KIMCO Junction
6200,unplanned,12.9748139,77.5867914,0.0,0.0,"Nrupatunga Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2023-11-24 22:17:47.946+00,,bmtc_bus,Non-corridor,0.0,2023-11-24 22:19:20.971519+00,Halasuru Gate,,Bengaluru Central Corporation,Central Zone 2,K R Circle
6201,unplanned,12.971263,77.594313,0.0,0.0,"Vittal Mallya Road, Siddalingaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2023-11-24 22:18:28.515+00,,bmtc_bus,Mysore Road,1.0,2023-11-24 22:20:29.9203+00,Cubbon Park,2023-11-24 22:56:35.897961+00,Bengaluru Central Corporation,Central Zone 1,SiddalingaiahCircle
6202,unplanned,12.9777776,77.5483931,0.0,0.0,"Pramukh Swami Maharaj Road, Industrial Estate, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",vehicle_breakdown,False,2023-11-24 23:25:44.67+00,,lcv,West of Chord Road,1.0,2023-11-24 23:26:49.455521+00,Magadi Road,,Bengaluru West Corporation,West Zone 2,MC Circle
6203,unplanned,12.9206898,77.6648697,0.0,0.0,"Outer Ring Road, Sajapur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2023-11-24 23:38:57.368+00,,bmtc_bus,ORR East 1,1.0,2023-11-24 23:40:55.767488+00,Bellandur,,Bengaluru East Corporation,East Zone 1,IbblurJunction'
6204,unplanned,13.0169635,77.5840841,0.0,0.0,"Bellary Road, Gunatha Vihar, Ganga Nagar, Bengaluru, Karnataka. Pin-560006 (India)",vehicle_breakdown,False,2023-11-24 23:39:16.982+00,,taxi,Bellary Road 1,1.0,2023-11-24 23:42:08.122754+00,R.T. Nagar,,Bengaluru North Corporation,North Zone 2,MekhriCircle
6205,unplanned,13.0162615,77.5840649,0.0,0.0,"Sri Ramana Maharshi Road, Gunatha Vihar, Ganga Nagar, Bengaluru, Karnataka. Pin-560006 (India)",vehicle_breakdown,False,2023-11-24 23:42:28.265+00,,taxi,Bellary Road 1,1.0,2023-11-24 23:43:27.959412+00,Sadashivanagar,2023-11-24 23:48:42.18924+00,Bengaluru North Corporation,North Zone 2,MekhriCircle
6206,unplanned,12.9614485,77.5611572,0.0,0.0,"Mysore Road, Mariyamma Layout, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,False,2023-11-25 01:07:09.329+00,,private_bus,Mysore Road,1.0,2023-11-25 01:11:23.616212+00,Chamarajpet,2023-11-25 01:44:36.614902+00,Bengaluru Central Corporation,Central Zone 2,SirsiCircle
6207,planned,12.99819784,77.55306959,12.98356836,77.56026328,"ನವರಂಗ್ ಜಂಕ್ಷನ್, ಡಾ|| ರಾಜ್-ಕುಮಾರ್ ರಸ್ತೆ, ಗಾಯತ್ರಿನಗರ, ಗಾಯತ್ರಿ ನಗರ, ಬೆಂಗಳೂರು ಪಶ್ಚಿಮ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560021, India",construction,True,2023-11-27 12:05:46+00,2024-05-07 12:05:46+00,,West of Chord Road,1.0,2023-11-25 04:13:38.140034+00,Rajajinagar,,Bengaluru West Corporation,West Zone 1,NavarangTheatreJunction
6208,unplanned,12.955925,77.5461403,0.0,0.0,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-25 04:13:15.286+00,,truck,Mysore Road,1.0,2023-11-25 04:15:00.924348+00,Byatarayanapura,2023-11-25 04:57:42.41348+00,Bengaluru West Corporation,West Zone 2,SatteliteBusStandJunc
6209,unplanned,12.936465,77.6068068,0.0,0.0,"Hosur Road, Bren Optimus, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",vehicle_breakdown,False,2023-11-25 04:18:32.424+00,,bmtc_bus,Non-corridor,0.0,2023-11-25 04:21:54.926754+00,Adugodi,,Bengaluru South Corporation,South Zone 2,Marigowda-TavarkereRdJunc
6210,planned,12.90572474,77.54278064,12.89876594,77.54393399,"ಕೋಣನಕುಂಟೆ ಉತ್ತರಹಳ್ಳಿ ರಸ್ತೆ, Vasanthapura, ಉತ್ತರಹಳ್ಳಿ, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560061, India",construction,True,2023-12-02 23:05:46+00,2023-12-03 10:05:46+00,,Non-corridor,0.0,2023-11-25 04:27:14.312322+00,K.S. Layout,,Bengaluru South Corporation,South Zone 1,UttarahalliJunction
6211,unplanned,12.9365004,77.6067352,0.0,0.0,"Hosur Road, Bren Optimus, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",vehicle_breakdown,False,2023-11-25 04:26:00.554+00,,bmtc_bus,Non-corridor,0.0,2023-11-25 04:27:39.247709+00,Adugodi,,Bengaluru South Corporation,South Zone 2,Marigowda-TavarkereRdJunc
6212,unplanned,13.0993579,77.5974597,0.0,0.0,"BB Road, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2023-11-25 04:39:09.637+00,,bmtc_bus,Bellary Road 2,1.0,2023-11-25 04:41:52.775028+00,Yelahanka,2023-11-25 05:32:16.26542+00,Bengaluru North Corporation,North Zone 2,SantheCircle
6213,unplanned,13.0169448,77.5841478,0.0,0.0,"Bellary Road, Gunatha Vihar, Ganga Nagar, Bengaluru, Karnataka. Pin-560006 (India)",others,False,2023-11-25 05:33:40.473+00,,,Bellary Road 1,1.0,2023-11-25 05:37:38.358853+00,R.T. Nagar,,Bengaluru North Corporation,North Zone 2,MekhriCircle
6214,unplanned,13.0159084,77.5540158,0.0,0.0,"Chord Road, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,2023-11-25 07:10:33.66+00,,lcv,Tumkur Road,1.0,2023-11-25 07:11:30.584983+00,Yeshwanthpura,2023-11-25 07:42:29.12247+00,Bengaluru West Corporation,West Zone 1,TumkurRdMarappanapalyaJunc
6215,unplanned,13.1905183,77.6458767,0.0,0.0,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",vehicle_breakdown,False,2023-11-25 19:13:05.773+00,,heavy_vehicle,Bellary Road 2,1.0,2023-11-25 19:14:35.312279+00,Chikkajala,2023-11-25 20:52:02.953478+00,,,SadahalliGateJunc(AirportRd)
6216,unplanned,12.9840501,77.6412553,0.0,0.0,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2023-11-25 19:26:26.853+00,,others,Old Madras Road,1.0,2023-11-25 19:29:31.330648+00,Jeevanbheemanagar,,Bengaluru Central Corporation,Central Zone 1,OldMadrasRd-Indranagar100ftRdJunc
6217,unplanned,13.0176175,77.5572677,0.0,0.0,"CV Raman Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,2023-11-25 21:37:16.003+00,,bmtc_bus,Tumkur Road,1.0,2023-11-25 21:38:49.079621+00,Yeshwanthpura,2023-11-25 22:03:55.27738+00,Bengaluru West Corporation,West Zone 2,YeshwanthpuraCircle
6218,unplanned,12.9983888,77.5957696,0.0,0.0,"Jayamahal Main Road, Jayamahal, Bengaluru, Karnataka. Pin-560006 (India)",vehicle_breakdown,False,2023-11-25 22:18:20.247+00,,lcv,Non-corridor,0.0,2023-11-25 22:19:51.863584+00,R.T. Nagar,,Bengaluru Central Corporation,Central Zone 2,"PriyadarshiniHotel,Jayamahal,RT Nagar"
6219,unplanned,12.9635933,77.58495,0.0,0.0,"Model Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2023-11-25 22:44:35.064+00,,heavy_vehicle,Mysore Road,1.0,2023-11-25 22:46:35.93421+00,Halasuru Gate,,Bengaluru Central Corporation,Central Zone 2,TownhallJunction
6220,unplanned,12.91712353,77.57359359,0.0,0.0,"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",vehicle_breakdown,False,2023-11-25 22:56:41.936+00,,bmtc_bus,Non-corridor,0.0,2023-11-25 22:59:53.627437+00,Jayanagara,,Bengaluru South Corporation,South Zone 1,BanashankariBusStandJunc
6221,unplanned,12.9602451,77.5725364,0.0,0.0,"Alur Venkata Rao Road, TP Kailasam Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,False,2023-11-25 23:09:28.734+00,,bmtc_bus,Non-corridor,0.0,2023-11-25 23:10:41.819546+00,V.V.Puram (C.Pet),,Bengaluru Central Corporation,Central Zone 2,MintoJunction
6222,unplanned,12.9218203,77.6616633,,,"Bellanduru Traffic Police Station, 2nd Main Road, Iblur, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",accident,False,2023-11-26 00:30:43.723935+00,,,ORR East 1,1.0,2023-11-26 00:53:09.369852+00,Bellandur,,Bengaluru South Corporation,South Zone 2,IbblurJunction'
6223,unplanned,12.9580907,77.553438,0.0,0.0,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-26 02:59:42.558+00,,bmtc_bus,Mysore Road,1.0,2023-11-26 03:01:17.451512+00,Magadi Road,,Bengaluru Central Corporation,Central Zone 2,toll gate mysore road
6224,unplanned,13.0443183,77.5567474,0.0,0.0,"Dr JP Rajaratnam Road, BEL Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2023-11-26 03:50:54.501+00,,private_car,ORR North 2,1.0,2023-11-26 03:51:29.59326+00,Jalahalli,2023-11-26 04:27:40.049661+00,Bengaluru North Corporation,North Zone 2,BEL Circle
6225,unplanned,12.957945,77.5534514,0.0,0.0,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-26 03:54:55.646+00,,bmtc_bus,Mysore Road,1.0,2023-11-26 03:56:53.298493+00,Chamarajpet,2023-11-26 06:25:49.34983+00,Bengaluru Central Corporation,Central Zone 2,toll gate mysore road
6226,unplanned,13.0441564,77.5098069,0.0,0.0,"Mumbai Bengaluru Highway, Sattva Opus, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",vehicle_breakdown,False,2023-11-26 04:12:17.691+00,,lcv,Tumkur Road,1.0,2023-11-26 04:14:23.88687+00,Peenya,2023-11-26 05:02:52.466053+00,Bengaluru West Corporation,West Zone 1,HesaraghattaJunction
6227,unplanned,12.9822043,77.6083561,0.0,0.0,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",others,False,2023-11-26 04:47:32.712+00,,,CBD 1,1.0,2023-11-26 04:48:19.141829+00,Shivajinagar,,Bengaluru Central Corporation,Central Zone 2,TyagiHengalvarayaJunc(DickensonRd)
6228,unplanned,12.9821537,77.6084117,0.0,0.0,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",pot_holes,False,2023-11-26 04:47:21.814+00,,,CBD 1,1.0,2023-11-26 04:49:34.23793+00,Shivajinagar,,Bengaluru Central Corporation,Central Zone 2,TyagiHengalvarayaJunc(DickensonRd)
6229,unplanned,12.90665717,77.54687078,0.0,0.0,"1st Cross Road, Vallabha Nagar, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",vehicle_breakdown,False,2023-11-26 05:15:52.7+00,,bmtc_bus,Non-corridor,0.0,2023-11-26 05:17:14.519926+00,K.S. Layout,2023-11-26 05:32:28.048808+00,Bengaluru South Corporation,South Zone 1,UttarahalliJunction
6230,unplanned,12.991379,77.6577427,0.0,0.0,"Old Madras Road, Salarpuria Sattva, Rajanna Colony, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",vehicle_breakdown,False,2023-11-26 07:22:06.553+00,,bmtc_bus,Old Madras Road,1.0,2023-11-26 07:22:41.668668+00,Banaswadi,,Bengaluru Central Corporation,Central Zone 1,BigBazaarJunction(OldMadrasRd)
6231,unplanned,13.09554,77.5925667,0.0,0.0,"2nd Main Road, LBS Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2023-11-26 09:29:10.68+00,,lcv,Non-corridor,0.0,2023-11-26 09:30:22.207229+00,Yelahanka,,Bengaluru North Corporation,North Zone 2,YelhankaCircle
6232,unplanned,12.9531543,77.5384246,0.0,0.0,"NH 275, Kavika Layout, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-26 19:05:18.85+00,,heavy_vehicle,West of Chord Road,1.0,2023-11-26 19:06:24.016444+00,Byatarayanapura,,Bengaluru West Corporation,West Zone 2,KIMCO Junction
6233,unplanned,13.0145233,77.5839869,13.0145694,77.5837398,"Sri Ramana Maharshi Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",road_conditions,True,2023-11-26 20:05:41.182+00,,,Bellary Road 1,1.0,2023-11-26 20:08:12.473412+00,Sadashivanagar,2023-11-27 00:54:30.630184+00,Bengaluru North Corporation,North Zone 2,MekhriCircle
6234,unplanned,12.9592974,77.5557433,0.0,0.0,"Mysore Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,False,2023-11-26 20:49:14.476+00,,bmtc_bus,Mysore Road,1.0,2023-11-26 20:50:18.258995+00,Chamarajpet,,Bengaluru Central Corporation,Central Zone 2,BangaloreBodyBuildersJunc
6235,unplanned,12.9569635,77.5488279,0.0,0.0,"Mysore Road, Corporation Layout, Kasturba Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-26 22:34:21.203+00,,lcv,Mysore Road,1.0,2023-11-26 22:35:46.02097+00,Magadi Road,,Bengaluru Central Corporation,Central Zone 2,toll gate mysore road
6236,unplanned,12.9569065,77.5491212,0.0,0.0,"Mysore Road, Corporation Layout, Kasturba Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-26 22:36:08.358+00,,lcv,Mysore Road,1.0,2023-11-26 22:36:57.609241+00,Magadi Road,,Bengaluru Central Corporation,Central Zone 2,toll gate mysore road
6237,unplanned,12.9568062,77.5491629,0.0,0.0,"Mysore Road, Corporation Layout, Kasturba Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-26 22:38:17.055+00,,lcv,Mysore Road,1.0,2023-11-26 22:39:27.288874+00,Byatarayanapura,2023-11-27 00:55:32.649264+00,Bengaluru Central Corporation,Central Zone 2,toll gate mysore road
6238,unplanned,12.9678093,77.5681249,0.0,0.0,"Dr TCM Royan Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",vehicle_breakdown,False,2023-11-26 22:53:27.95+00,,bmtc_bus,Non-corridor,0.0,2023-11-26 22:54:58.060121+00,Chamarajpet,2023-11-27 00:58:08.150921+00,Bengaluru Central Corporation,Central Zone 2,Dr TCM RoyanRd near AmbedkarStatue
6239,unplanned,12.9805221,77.5579018,0.0,0.0,"4th Cross Road, SSI Industrial Area, Block 5, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",water_logging,False,2023-11-27 00:21:56.28+00,,,Non-corridor,0.0,2023-11-27 00:23:08.721558+00,Magadi Road,,Bengaluru West Corporation,West Zone 2,RajajinagarEntranceJunction
6240,unplanned,12.9183015,77.6419329,0.0,0.0,"Outer Ring Road, Mantri Sarovar, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2023-11-27 00:23:20.856+00,,others,ORR East 1,1.0,2023-11-27 00:25:11.362677+00,HSR Layout,2023-11-27 01:02:37.934769+00,Bengaluru South Corporation,South Zone 2,HSR14thMainJunc
6241,unplanned,12.9558795,77.5457956,0.0,0.0,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-27 01:10:58.052+00,,bmtc_bus,Mysore Road,1.0,2023-11-27 01:12:23.907508+00,Byatarayanapura,,Bengaluru West Corporation,West Zone 2,SatteliteBusStandJunc
6242,unplanned,12.9807419,77.5490731,0.0,0.0,"Chord Road, GEF Block, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",vehicle_breakdown,False,2023-11-27 01:46:45.689+00,,bmtc_bus,West of Chord Road,1.0,2023-11-27 01:47:40.324878+00,Magadi Road,2023-11-27 01:56:20.638079+00,Bengaluru West Corporation,West Zone 2,Fire Force Junction
6243,unplanned,12.9691233,77.5874239,0.0,0.0,"Nrupatunga Road, Police Corner Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2023-11-27 03:47:02.828+00,,private_car,Mysore Road,1.0,2023-11-27 03:47:46.62589+00,Halasuru Gate,2023-11-27 03:50:36.580353+00,Bengaluru Central Corporation,Central Zone 2,PoliceCornerJunc
6244,unplanned,13.009539,77.6970074,13.009565,77.6969816,"MBT Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,True,2023-11-27 04:58:15.321+00,,private_bus,Non-corridor,0.0,2023-11-27 04:59:22.07612+00,K.R. Pura,2023-11-27 05:41:14.433579+00,Bengaluru East Corporation,East Zone 2,Devasandra(k r puram)
6245,unplanned,12.9869408,77.5189607,0.0,0.0,"1st Cross Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2023-11-27 06:09:51.197+00,,private_car,Magadi Road,1.0,2023-11-27 06:12:55.911396+00,Kamakshipalya,2023-11-27 06:39:51.67317+00,Bengaluru West Corporation,West Zone 1,Sumanhalli
6246,unplanned,12.9364634,77.5179613,0.0,0.0,"Mysore Road, Rajarajeshwari Junction, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",others,False,2023-11-27 06:19:27.851+00,,,Mysore Road,1.0,2023-11-27 06:20:26.307771+00,Byatarayanapura,2023-12-13 19:26:53.276148+00,Bengaluru West Corporation,West Zone 1,RajeshwariJunc
6247,unplanned,13.0584517,77.59327,0.0,0.0,"Bellary Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",vehicle_breakdown,False,2023-11-27 06:25:57.09+00,,others,Bellary Road 1,1.0,2023-11-27 06:26:51.570404+00,Kodigehalli,,Bengaluru North Corporation,North Zone 1,KodigehalliCross
6248,planned,13.1463017,77.6183496,0.0,0.0,"Bengaluru Bellary Road, Farah Seven, Sri Rajarajeshwari Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",public_event,False,2023-11-27 06:25:47.912+00,2023-11-27 09:35:46+00,,Bellary Road 2,1.0,2023-11-27 06:28:05.625332+00,Chikkajala,,,,HunsemarammanahalliJunction
6249,unplanned,12.9667962,77.5873074,0.0,0.0,"NH 275, Halsuru Gate Police Station Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2023-11-27 06:23:05.423+00,,bmtc_bus,Mysore Road,1.0,2023-11-27 06:30:18.755057+00,Halasuru Gate,,Bengaluru Central Corporation,Central Zone 2,UlsoorGateJunc
6250,unplanned,12.9768435,77.5648295,0.0,0.0,"Magadi Road, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",vehicle_breakdown,False,2023-11-27 06:42:57.071+00,,bmtc_bus,Magadi Road,1.0,2023-11-27 06:43:51.345762+00,Magadi Road,,Bengaluru Central Corporation,Central Zone 2,LeprosyhospitalJunc
6251,unplanned,12.9761392,77.5645986,0.0,0.0,"Magadi Road, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",vehicle_breakdown,False,2023-11-27 07:40:09.297+00,,others,Magadi Road,1.0,2023-11-27 07:41:10.992649+00,Magadi Road,2023-11-27 10:01:06.735965+00,Bengaluru Central Corporation,Central Zone 2,LeprosyhospitalJunc
6252,unplanned,12.9858849,77.5227976,12.9858699,77.5227311,"8th Cross Road, KA Rangappa Industrial Estate, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",vehicle_breakdown,True,2023-11-27 19:20:09.001+00,,truck,Magadi Road,1.0,2023-11-27 19:22:37.986514+00,Kamakshipalya,2023-11-27 20:24:06.900445+00,Bengaluru West Corporation,West Zone 1,Sumanhalli
6253,unplanned,12.936608,77.5189474,0.0,0.0,"Mysore Road, Rajarajeshwari Junction, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2023-11-27 19:27:33.18+00,,heavy_vehicle,Mysore Road,1.0,2023-11-27 19:31:15.506742+00,Byatarayanapura,,Bengaluru West Corporation,West Zone 1,RajeshwariJunc
6254,unplanned,13.2572593,77.7120071,0.0,0.0,"Devanahalli Bypass, Sri Kanakadasa Circle, Devanahalli, Karnataka. Pin-562110 (India)",vehicle_breakdown,False,2023-11-27 19:43:22.899+00,,heavy_vehicle,Non-corridor,0.0,2023-11-27 19:44:25.506489+00,Devanahalli Airport,,,,DoddaballapuraCrossJunc
